x,r
-2.5706359130860874,1.1689573235342956
-1.3587505213656637,-0.5345800783442758
3.041856077876338,0.5419230256212522
-0.2300965992181473,-0.44380293897918927
-1.0610960185728109,-0.4279677674517233
1.6954072738493393,0.02047592937325496
0.7946710609764366,-0.33694932953383405
-3.8504292692791813,0.5600686033956016
3.7951231977099598,1.1482580715063386
2.1759276390859017,0.07280439917998763
3.721963334328865,0.9753288065791855
-1.2514659112928577,-0.5972955983255374
-2.975631555767341,0.7471498542260516
3.27369123602604,1.6069659264300526
-3.927011564475144,0.5409155805492424
4.74365481659759,-0.010217983305494347
1.8345434413729094,0.21772943406762169
1.626997287696577,-0.06186054208416639
-0.23574920024429336,-1.342585207440383
-0.5378738695855734,-0.756518502132668
